category,method,path,controller,action,legacy_file,status,note
5-WALLET,POST,/deposit/requests/accept,transactionController,acceptDepositRequest,backend.js,EXISTS,DONE — BIN-586 (PR #169): POST /api/admin/payments/requests/:id/accept
5-WALLET,POST,/deposit/requests/reject,transactionController,rejectDepositRequest,backend.js,EXISTS,DONE — BIN-586 (PR #169): POST /api/admin/payments/requests/:id/reject
5-WALLET,GET,/deposit/history,transactionController,depositHistory,backend.js,EXISTS,DONE — BIN-586 (PR #169): GET /api/admin/payments/requests?status=ACCEPTED&type=DEPOSIT
5-WALLET,GET,/deposit/history/get,transactionController,getDepositHistory,backend.js,EXISTS,DONE — BIN-586 (PR #169): GET /api/admin/payments/requests?status=ACCEPTED&type=DEPOSIT
3-GAMEPLAY,GET,/wheelOfFortune,otherGameController,wheelOfFortune,backend.js,NOT-NEEDED,Minigames (WoF/Treasure/Mystery/ColorDraft) dekkes av game-engine config i apps/backend/src/game (PM-beslutning 2026-04-18)
3-GAMEPLAY,POST,/editWheelOfFortune,otherGameController,editWheelOfFortune,backend.js,NOT-NEEDED,Minigames (WoF/Treasure/Mystery/ColorDraft) dekkes av game-engine config i apps/backend/src/game (PM-beslutning 2026-04-18)
3-GAMEPLAY,GET,/treasureChest,otherGameController,treasureChest,backend.js,NOT-NEEDED,Minigames (WoF/Treasure/Mystery/ColorDraft) dekkes av game-engine config i apps/backend/src/game (PM-beslutning 2026-04-18)
3-GAMEPLAY,POST,/treasureChestEdit,otherGameController,editTreasureChestPostData,backend.js,NOT-NEEDED,Minigames (WoF/Treasure/Mystery/ColorDraft) dekkes av game-engine config i apps/backend/src/game (PM-beslutning 2026-04-18)
3-GAMEPLAY,GET,/mystery,otherGameController,mystery,backend.js,NOT-NEEDED,Minigames (WoF/Treasure/Mystery/ColorDraft) dekkes av game-engine config i apps/backend/src/game (PM-beslutning 2026-04-18)
3-GAMEPLAY,POST,/mysteryEdit,otherGameController,editMysteryPostData,backend.js,NOT-NEEDED,Minigames (WoF/Treasure/Mystery/ColorDraft) dekkes av game-engine config i apps/backend/src/game (PM-beslutning 2026-04-18)
1-AUTH,GET,/user,UserController,users,backend.js,NOT-NEEDED,HTML index-side — erstattet av React-admin
1-AUTH,GET,/user/getUser,UserController,getUser,backend.js,NOT-NEEDED,Legacy admin HTML user-side — erstattet av React-admin
1-AUTH,GET,/addUser,UserController,addUser,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
1-AUTH,POST,/addUser,UserController,addUserPostData,backend.js,EXISTS,B6 /api/admin/users CRUD (PR #203)
1-AUTH,POST,/user/getUserDelete,UserController,getUserDelete,backend.js,EXISTS,B6 /api/admin/users CRUD (PR #203)
1-AUTH,GET,/userEdit/:id/,UserController,editUser,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
1-AUTH,POST,/userEdit/:id,UserController,editUserPostData,backend.js,EXISTS,B6 /api/admin/users CRUD (PR #203)
3-GAMEPLAY,GET,/cms,cmsController,cmsView,backend.js,NOT-NEEDED,HTML index-side — erstattet av React-admin
3-GAMEPLAY,GET,/faq,cmsController,faqView,backend.js,NOT-NEEDED,Static content (FAQ/ToS/Support/About/RG/Links) — håndteres via statiske sider / Notion
3-GAMEPLAY,GET,/getFAQ,cmsController,getFAQ,backend.js,NOT-NEEDED,CMS (FAQ/ToS/Support/About) — håndteres via static pages / Notion
3-GAMEPLAY,GET,/addFAQ,cmsController,addFAQ,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
3-GAMEPLAY,POST,/addFAQ,cmsController,addFAQPostData,backend.js,NOT-NEEDED,CMS content-edit — håndteres via static pages / Notion
3-GAMEPLAY,GET,/faqEdit/:id,cmsController,editFAQ,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
3-GAMEPLAY,POST,/faqEdit/:id,cmsController,editFAQPostData,backend.js,NOT-NEEDED,CMS content-edit — håndteres via static pages / Notion
3-GAMEPLAY,POST,/faq/getFAQDelete,cmsController,getFAQDelete,backend.js,NOT-NEEDED,CMS content-edit — håndteres via static pages / Notion
3-GAMEPLAY,GET,/TermsofService,cmsController,TermsofServiceView,backend.js,NOT-NEEDED,Static content (FAQ/ToS/Support/About/RG/Links) — håndteres via statiske sider / Notion
3-GAMEPLAY,POST,/termEdit,cmsController,editTermPostData,backend.js,NOT-NEEDED,CMS content-edit — håndteres via static pages / Notion
3-GAMEPLAY,GET,/terms-of-service,cmsController,termsofService,backend.js,NOT-NEEDED,Static content (FAQ/ToS/Support/About/RG/Links) — håndteres via statiske sider / Notion
3-GAMEPLAY,GET,/Support,cmsController,SupportView,backend.js,NOT-NEEDED,Static content (FAQ/ToS/Support/About/RG/Links) — håndteres via statiske sider / Notion
3-GAMEPLAY,POST,/supportEdit,cmsController,editSupportPostData,backend.js,NOT-NEEDED,CMS content-edit — håndteres via static pages / Notion
3-GAMEPLAY,GET,/Aboutus,cmsController,AboutusView,backend.js,NOT-NEEDED,Static content (FAQ/ToS/Support/About/RG/Links) — håndteres via statiske sider / Notion
3-GAMEPLAY,POST,/aboutusEdit,cmsController,editAboutPostData,backend.js,NOT-NEEDED,CMS content-edit — håndteres via static pages / Notion
3-GAMEPLAY,GET,/ResponsibleGameing,cmsController,ResponsibleGameingView,backend.js,NOT-NEEDED,Static content (FAQ/ToS/Support/About/RG/Links) — håndteres via statiske sider / Notion
3-GAMEPLAY,POST,/resposibleGameingEdit,cmsController,editResposibleGameingPostData,backend.js,NOT-NEEDED,CMS content-edit — håndteres via static pages / Notion
3-GAMEPLAY,GET,/LinksofOtherAgencies,cmsController,LinksofOtherAgenciesView,backend.js,NOT-NEEDED,Static content (FAQ/ToS/Support/About/RG/Links) — håndteres via statiske sider / Notion
3-GAMEPLAY,POST,/linksOfOtherAgenciesEdit,cmsController,editLinksofOtherAgenciesPostData,backend.js,NOT-NEEDED,CMS content-edit — håndteres via static pages / Notion
4-HALL,GET,/hall,hallController,hallView,backend.js,NOT-NEEDED,HTML index-side — erstattet av React-admin
7-AGENT,GET,/hallAccountReport,hallController,hallAccountReportsView,backend.js,NOT-NEEDED,Legacy HTML page erstattet av React-admin (data via B3.8)
7-AGENT,GET,/hallAccountReportTable/:id,hallController,hallAccountReportTableView,backend.js,NOT-NEEDED,Legacy DataTables HTML page erstattet av React-admin
7-AGENT,GET,/getHallAccountReport,hallController,gethallAccountReportData,backend.js,EXISTS,B3.8 GET /api/admin/reports/halls/:hallId/daily
4-HALL,GET,/getHall,hallController,getHall,backend.js,EXISTS,/api/admin/halls dekker base
4-HALL,GET,/addHall,hallController,addHall,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
4-HALL,POST,/addHall,hallController,addHallPostData,backend.js,EXISTS,/api/admin/halls CRUD dekker
4-HALL,GET,/hallEdit/:id,hallController,editHall,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
4-HALL,POST,/hallEdit/:id,hallController,editHallPostData,backend.js,EXISTS,/api/admin/halls CRUD dekker
4-HALL,POST,/hall/getHallDelete,hallController,getHallDelete,backend.js,EXISTS,/api/admin/halls CRUD dekker
4-HALL,POST,/transferPlayersToHall,hallController,transferPlayersToHall,backend.js,DEFER,Post-pilot (PM 2026-04-19) — cross-hall player-flytt ikke pilot-kritisk; BIN-609
4-HALL,GET,/getHalls,hallController,getAllHalls,backend.js,EXISTS,/api/admin/halls dekker base
7-AGENT,POST,/hall/report/saveData,hallController,saveHallReportData,backend.js,EXISTS,B3.8 POST /api/admin/reports/halls/:hallId/account/manual-entry
4-HALL,POST,/hall/set-cash-amount,hallController,setHallCashBalance,backend.js,TODO,Review hall-action
4-HALL,POST,/hall/check-hall-number,hallController,checkHallNumber,backend.js,NOT-NEEDED,Valideringshelpere — kan gjøres i frontend
4-HALL,POST,/hall/check-ip-address,hallController,checkIpAddress,backend.js,NOT-NEEDED,Valideringshelpere — kan gjøres i frontend
4-HALL,GET,/groupHall,groupHallController,groupHallView,backend.js,TODO,Group-hall-konsept: TODO defer — eier-input før pilot (PM-flag 2026-04-18). Kan markeres NOT-NEEDED ved avgjørelse.
4-HALL,GET,/getGroupHall,groupHallController,getGroupHall,backend.js,TODO,Group-hall-konsept: TODO defer — eier-input før pilot (PM-flag 2026-04-18). Kan markeres NOT-NEEDED ved avgjørelse.
4-HALL,GET,/addGroupHall,groupHallController,addGroupHall,backend.js,TODO,Group-hall-konsept: TODO defer — eier-input før pilot (PM-flag 2026-04-18). Kan markeres NOT-NEEDED ved avgjørelse.
4-HALL,POST,/addGroupHall,groupHallController,addGroupHallPostData,backend.js,TODO,Group-hall-konsept: TODO defer — eier-input før pilot (PM-flag 2026-04-18). Kan markeres NOT-NEEDED ved avgjørelse.
4-HALL,GET,/groupHallEdit/:id,groupHallController,editGroupHall,backend.js,TODO,Group-hall-konsept: TODO defer — eier-input før pilot (PM-flag 2026-04-18). Kan markeres NOT-NEEDED ved avgjørelse.
4-HALL,POST,/groupHallEdit/:id,groupHallController,editGroupHallPostData,backend.js,TODO,Group-hall-konsept: TODO defer — eier-input før pilot (PM-flag 2026-04-18). Kan markeres NOT-NEEDED ved avgjørelse.
4-HALL,POST,/groupHallEdit/:id,groupHallController,editGroupHallPostData,backend.js,TODO,Group-hall-konsept: TODO defer — eier-input før pilot (PM-flag 2026-04-18). Kan markeres NOT-NEEDED ved avgjørelse.
4-HALL,GET,/groupHallView/:id,groupHallController,groupHallDataView,backend.js,TODO,Group-hall-konsept: TODO defer — eier-input før pilot (PM-flag 2026-04-18). Kan markeres NOT-NEEDED ved avgjørelse.
4-HALL,POST,/groupHall/getGroupHallDelete,groupHallController,getGroupHallDelete,backend.js,TODO,Group-hall-konsept: TODO defer — eier-input før pilot (PM-flag 2026-04-18). Kan markeres NOT-NEEDED ved avgjørelse.
4-HALL,GET,/removedGroup,groupHallController,removedGroup,backend.js,TODO,Group-hall-konsept: TODO defer — eier-input før pilot (PM-flag 2026-04-18). Kan markeres NOT-NEEDED ved avgjørelse.
4-HALL,GET,/getAvailableGroupHalls/:type,groupHallController,getAvailableGroupHalls,backend.js,TODO,Group-hall-konsept: TODO defer — eier-input før pilot (PM-flag 2026-04-18). Kan markeres NOT-NEEDED ved avgjørelse.
4-HALL,GET,/getAllGroupHalls/,groupHallController,getGroupHallData,backend.js,TODO,Group-hall-konsept: TODO defer — eier-input før pilot (PM-flag 2026-04-18). Kan markeres NOT-NEEDED ved avgjørelse.
6-ADMIN-OPS,GET,/productList,productManagement,productListPage,backend.js,NOT-NEEDED,Legacy HTML admin-UI erstattet av React-admin (data via B3.6)
6-ADMIN-OPS,GET,/products/getProducts,productManagement,getProducts,backend.js,EXISTS,B3.6 GET /api/admin/products (PR-tbd)
6-ADMIN-OPS,GET,/getProduct/:id,productManagement,getProduct,backend.js,EXISTS,B3.6 GET /api/admin/products/:id (PR-tbd)
6-ADMIN-OPS,POST,/addProduct,productManagement,addProduct,backend.js,EXISTS,B3.6 POST /api/admin/products (PR-tbd)
6-ADMIN-OPS,POST,/editProduct,productManagement,editProduct,backend.js,EXISTS,B3.6 PUT /api/admin/products/:id (PR-tbd)
6-ADMIN-OPS,POST,/deleteProduct,productManagement,deleteProduct,backend.js,EXISTS,B3.6 DELETE /api/admin/products/:id soft-delete (PR-tbd)
6-ADMIN-OPS,GET,/getCategories,productManagement,getCategories,backend.js,EXISTS,B3.6 GET /api/admin/product-categories (PR-tbd)
6-ADMIN-OPS,GET,/categoryList,productManagement,categoryListPage,backend.js,NOT-NEEDED,Legacy HTML admin-UI erstattet av React-admin (data via B3.6)
6-ADMIN-OPS,GET,/categoryTable,productManagement,categoryDataTable,backend.js,NOT-NEEDED,Legacy DataTables-endpoint erstattet av GET /api/admin/product-categories
6-ADMIN-OPS,POST,/addCategory,productManagement,addCategory,backend.js,EXISTS,B3.6 POST /api/admin/product-categories (PR-tbd)
6-ADMIN-OPS,POST,/editCategory,productManagement,editCategory,backend.js,EXISTS,B3.6 PUT /api/admin/product-categories/:id (PR-tbd)
6-ADMIN-OPS,POST,/deleteCategory,productManagement,deleteCategory,backend.js,EXISTS,B3.6 DELETE /api/admin/product-categories/:id (PR-tbd)
6-ADMIN-OPS,GET,/hallProductList,productManagement,hallProductListPage,backend.js,NOT-NEEDED,Legacy HTML admin-UI erstattet av React-admin (data via B3.6)
6-ADMIN-OPS,GET,/getHallsandProducts,productManagement,getHallsandProducts,backend.js,EXISTS,B3.6 GET /api/admin/halls/:hallId/products (PR-tbd)
6-ADMIN-OPS,GET,/getHallWithProduct/:id,productManagement,getHallWithProduct,backend.js,EXISTS,B3.6 GET /api/admin/halls/:hallId/products (PR-tbd)
6-ADMIN-OPS,POST,/addProductinHall,productManagement,updateProductinHall,backend.js,EXISTS,B3.6 PUT /api/admin/halls/:hallId/products (PR-tbd)
5-WALLET,GET,/wallet,WalletController,walletView,backend.js,NOT-NEEDED,HTML index-side — erstattet av React-admin
5-WALLET,GET,/getWallet,WalletController,getWallet,backend.js,EXISTS,/api/admin/wallets/* dekker
5-WALLET,GET,/viewWallet/:id,WalletController,viewUserWallet,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
2-PLAYER,GET,/leaderboard,leaderboardController,leaderboardView,backend.js,NOT-NEEDED,HTML index-side — erstattet av React-admin
2-PLAYER,GET,/leaderboard/getLeaderboard,leaderboardController,getLeaderboard,backend.js,EXISTS,/api/leaderboard dekker view; admin CRUD mangler separat
2-PLAYER,GET,/addLeaderboard,leaderboardController,addLeaderboard,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
2-PLAYER,POST,/addLeaderboard,leaderboardController,addLeaderboardPostData,backend.js,NOT-NEEDED,Leaderboard ikke pilot-scope; TS-definert hvis aktivert post-pilot
2-PLAYER,GET,/leaderboardEdit/:id,leaderboardController,editLeaderboard,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
2-PLAYER,POST,/leaderboardEdit/:id,leaderboardController,editLeaderboardPostData,backend.js,NOT-NEEDED,Leaderboard ikke pilot-scope; TS-definert hvis aktivert post-pilot
2-PLAYER,POST,/leaderboard/getLeaderboardDelete,leaderboardController,getLeaderboardDelete,backend.js,NOT-NEEDED,Leaderboard ikke pilot-scope; TS-definert hvis aktivert post-pilot
5-WALLET,GET,/voucher,VoucherController,voucherView,backend.js,NOT-NEEDED,HTML index-side — erstattet av React-admin
5-WALLET,GET,/voucher/getVoucher,VoucherController,getVoucher,backend.js,EXISTS,B4b /api/admin/vouchers CRUD (PR #199)
5-WALLET,GET,/addVoucher,VoucherController,addVoucher,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
5-WALLET,POST,/addVoucher,VoucherController,addVoucherPostData,backend.js,EXISTS,B4b /api/admin/vouchers CRUD (PR #199)
5-WALLET,GET,/voucherEdit/:id,VoucherController,editVoucher,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
5-WALLET,POST,/voucherEdit/:id,VoucherController,editVoucherPostData,backend.js,EXISTS,B4b /api/admin/vouchers CRUD (PR #199)
5-WALLET,POST,/voucher/getVoucherDelete,VoucherController,getVoucherDelete,backend.js,EXISTS,B4b /api/admin/vouchers CRUD (PR #199)
5-WALLET,GET,/viewVoucher/:id,VoucherController,viewVoucher,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
5-WALLET,GET,/withdrawAmt,WithdrawController,withdrawAmt,backend.js,NOT-NEEDED,HTML index-side for admin-UI — erstattet av React-admin
5-WALLET,GET,/withdrawAmount/getAllTXN,WithdrawController,getAllTXN,backend.js,EXISTS,DONE — BIN-586 (PR #169): GET /api/admin/payments/requests
7-AGENT,POST,/withdrawAmount/chipsAction,WithdrawController,chipsAction,backend.js,AGENT-DOMENE,BIN-583 — hall-kasse chips-håndtering
5-WALLET,POST,/withdrawAmount/getPlayerDelete,WithdrawController,getDelete,backend.js,EXISTS,B5 /api/admin/security/withdraw-emails (PR #194)
5-WALLET,GET,/withdrawAmtHistory,WithdrawController,withdrawAmtHistory,backend.js,NOT-NEEDED,HTML index-side for admin-UI — erstattet av React-admin
5-WALLET,GET,/withdrawAmtHistory/getAllTXNHistory,WithdrawController,getAllTXNHistory,backend.js,EXISTS,DONE — BIN-586 (PR #169): GET /api/admin/payments/requests
5-WALLET,GET,/withdraw/requests/hall,WithdrawController,withdrawRequestInHall,backend.js,EXISTS,DONE — BIN-586 (PR #169): GET /api/admin/payments/requests?type=WITHDRAW
5-WALLET,GET,/withdraw/requests/bank,WithdrawController,withdrawRequestInBank,backend.js,EXISTS,DONE — BIN-586 (PR #169): GET /api/admin/payments/requests?type=WITHDRAW
5-WALLET,GET,/withdraw/requests/hall/get,WithdrawController,getWithdrawRequest,backend.js,EXISTS,DONE — BIN-586 (PR #169): GET /api/admin/payments/requests?type=WITHDRAW
5-WALLET,POST,/withdraw/requests/accept,WithdrawController,acceptWithdrawRequest,backend.js,EXISTS,DONE — BIN-586 (PR #169): POST /api/admin/payments/requests/:id/accept
5-WALLET,POST,/withdraw/requests/reject,WithdrawController,rejectWithdrawRequest,backend.js,EXISTS,DONE — BIN-586 (PR #169): POST /api/admin/payments/requests/:id/reject
5-WALLET,GET,/withdraw/history/hall,WithdrawController,withdrawHistoryHall,backend.js,EXISTS,DONE — BIN-586 (PR #169): GET /api/admin/payments/requests?status=ACCEPTED&type=WITHDRAW
5-WALLET,GET,/withdraw/history/hall/get,WithdrawController,getWithdrawHistoryHall,backend.js,EXISTS,DONE — BIN-586 (PR #169): GET /api/admin/payments/requests?status=ACCEPTED&type=WITHDRAW
5-WALLET,GET,/withdraw/history/bank,WithdrawController,withdrawHistoryBank,backend.js,EXISTS,DONE — BIN-586 (PR #169): GET /api/admin/payments/requests?status=ACCEPTED&type=WITHDRAW
5-WALLET,GET,/withdraw/history/bank/get,WithdrawController,getWithdrawHistoryBank,backend.js,EXISTS,DONE — BIN-586 (PR #169): GET /api/admin/payments/requests?status=ACCEPTED&type=WITHDRAW
5-WALLET,GET,/withdraw/list/emails,WithdrawController,withdrawEmails,backend.js,NOT-NEEDED,HTML edit/add-side — erstattet av React-admin
5-WALLET,GET,/withdraw/add/emails,WithdrawController,addWithdrawEmails,backend.js,NOT-NEEDED,HTML edit/add-side — erstattet av React-admin
5-WALLET,POST,/withdraw/add/emails,WithdrawController,addWithdrawEmailsPost,backend.js,EXISTS,B5 /api/admin/security/withdraw-emails (PR #194)
5-WALLET,GET,/withdraw/get/emails,WithdrawController,getwithdrawEmails,backend.js,EXISTS,B5 /api/admin/security/withdraw-emails (PR #194)
5-WALLET,GET,/withdraw/edit/emails/:id,WithdrawController,editWithdrawEmails,backend.js,NOT-NEEDED,HTML edit/add-side — erstattet av React-admin
5-WALLET,POST,/withdraw/edit/emails/:id,WithdrawController,editWithdrawEmailsPost,backend.js,EXISTS,B5 /api/admin/security/withdraw-emails (PR #194)
5-WALLET,POST,/withdraw/delete/emails/,WithdrawController,deleteWithdrawEmails,backend.js,EXISTS,B5 /api/admin/security/withdraw-emails (PR #194)
5-WALLET,POST,/withdraw/email/checkUnique/:emailId?,WithdrawController,checkForUniqueEmailId,backend.js,EXISTS,B5 /api/admin/security/withdraw-emails (PR #194)
1-AUTH,GET,/role,rollController,view,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
1-AUTH,GET,/role/getRole,rollController,getRole,backend.js,NOT-NEEDED,Role-permissions er TS const i AdminAccessPolicy — ingen runtime-CRUD
1-AUTH,GET,/add,rollController,add,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
1-AUTH,POST,/saveRole,rollController,save,backend.js,NOT-NEEDED,Role-permissions er TS const i AdminAccessPolicy — ingen runtime-CRUD
1-AUTH,GET,/edit/:id,rollController,edit,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
1-AUTH,POST,/updateRole/:id,rollController,update,backend.js,NOT-NEEDED,Role-permissions er TS const i AdminAccessPolicy — ingen runtime-CRUD
1-AUTH,GET,/delete/:id,rollController,delete,backend.js,NOT-NEEDED,Role-permissions er TS const i AdminAccessPolicy — ingen runtime-CRUD
2-PLAYER,GET,/player,PlayerController,player,backend.js,NOT-NEEDED,HTML index-side — erstattet av React-admin
2-PLAYER,GET,/player/getPlayer,PlayerController,getPlayer,backend.js,EXISTS,B2 admin player lifecycle PR — /api/admin/players/search + /:id
2-PLAYER,GET,/viewPlayer/:id,PlayerController,viewPlayerDetails,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
2-PLAYER,GET,/playerEdit/:id/,PlayerController,editPlayer,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
2-PLAYER,POST,/playerEdit/:id,PlayerController,editPlayerPostData,backend.js,EXISTS,B2 admin player lifecycle PR — /api/admin/players/:id/kyc-status + hall-status
2-PLAYER,POST,/changePwd/:id,PlayerController,changePwd,backend.js,NOT-NEEDED,Admin bruker /api/auth/forgot-password + reset-token-flyt (PR #194)
2-PLAYER,POST,/player/hallStatus,PlayerController,hallStatus,backend.js,EXISTS,B2 admin player lifecycle PR — GET+PUT /api/admin/players/:id/hall-status
2-PLAYER,POST,/player/getPlayerDelete,PlayerController,getPlayerDelete,backend.js,EXISTS,B2 admin player lifecycle PR — /api/admin/players/:id/soft-delete
2-PLAYER,POST,/player/playerSoftDelete,PlayerController,playerSoftDelete,backend.js,EXISTS,B2 admin player lifecycle PR — /api/admin/players/:id/soft-delete
2-PLAYER,POST,/player/active,PlayerController,active,backend.js,EXISTS,B2 admin player lifecycle PR — /api/admin/players/:id/restore
2-PLAYER,GET,/playerGameManagementDetailList/:id,PlayerController,viwePlayerGameManagementDetail,backend.js,NOT-NEEDED,Legacy admin HTML-side — erstattet av React-admin
2-PLAYER,GET,/playerGetGameManagementDetailList,PlayerController,playerGetGameManagementDetailList,backend.js,NOT-NEEDED,Legacy admin HTML-side — erstattet av React-admin
5-WALLET,GET,/playerTransactions/:id,transactionController,playerTransactions,backend.js,EXISTS,DONE — BIN-586: /api/admin/payments/requests
5-WALLET,GET,/getPlayerTransactions,transactionController,getPlayerTransactions,backend.js,EXISTS,B5-rest /api/admin/players/:id/transactions + /game-history (PR #203)
5-WALLET,GET,/playerGameHistory/:id,transactionController,playerGameHistory,backend.js,EXISTS,DONE — BIN-586: /api/admin/payments/requests
5-WALLET,GET,/getPlayerGameHistory,transactionController,getPlayerGameHistory,backend.js,EXISTS,B5-rest /api/admin/players/:id/transactions + /game-history (PR #203)
2-PLAYER,POST,/player/block-rules/delete,PlayerController,deleteBlockRule,backend.js,EXISTS,Spillvett block-rules via /api/admin/spillvett (BIN-591)
2-PLAYER,GET,/pendingRequests,PlayerController,pendingRequests,backend.js,NOT-NEEDED,Legacy admin HTML-side — erstattet av React-admin
2-PLAYER,GET,/pendingRequests/getPendingPlayer,PlayerController,getPendingPlayer,backend.js,EXISTS,B2 admin player lifecycle PR — /api/admin/players/pending
2-PLAYER,GET,/pendingRequests/viewPendingPlayer/:id,PlayerController,viewPendingRequestDetails,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
2-PLAYER,POST,/pendingRequests/approvePendingPlayer,PlayerController,approvePendingRequest,backend.js,EXISTS,B2 admin player lifecycle PR — /api/admin/players/:id/approve
2-PLAYER,POST,/pendingRequests/rejectPendingPlayer,PlayerController,rejectPendingRequest,backend.js,EXISTS,B2 admin player lifecycle PR — /api/admin/players/:id/reject
2-PLAYER,POST,/pendingRequests/forwardRequest,PlayerController,forwardToAdmin,backend.js,NOT-NEEDED,Intern HALL_OPERATOR→ADMIN escalation-flyt droppet — alle operatør-lookups går direkte via /api/admin/players/*
2-PLAYER,GET,/rejectedRequests,PlayerController,rejectedRequests,backend.js,NOT-NEEDED,Legacy admin HTML-side — erstattet av React-admin
2-PLAYER,GET,/player/getRejected,PlayerController,getRejectedPlayer,backend.js,EXISTS,B2 admin player lifecycle PR — /api/admin/players/rejected
2-PLAYER,GET,/viewRejectedPlayer/:id,PlayerController,viewRejectedPlayerDetails,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
2-PLAYER,POST,/player/deleteRejected,PlayerController,deleteRejected,backend.js,EXISTS,B2 admin player lifecycle PR — /api/admin/players/:id/soft-delete
2-PLAYER,POST,/player/approveRejected,PlayerController,approveRejected,backend.js,EXISTS,B2 admin player lifecycle PR — /api/admin/players/:id/resubmit + approve
2-PLAYER,GET,/player/getGroupHalls,PlayerController,getGroupHalls,backend.js,NOT-NEEDED,Group-halls TODO defer (matrix-avklaring §6.1); ikke pilot-scope
2-PLAYER,GET,/player/getHalls,PlayerController,getHalls,backend.js,EXISTS,/api/admin/halls (public hall-katalog)
2-PLAYER,GET,/player/getAgents,PlayerController,getAgents,backend.js,AGENT-DOMENE,BIN-583 agent-mgmt
2-PLAYER,POST,/player/import,PlayerController,importPlayers,backend.js,EXISTS,B2 admin player lifecycle PR — /api/admin/players/bulk-import
2-PLAYER,POST,/player/import/confirm,PlayerController,confirmImportPlayers,backend.js,EXISTS,B2 admin player lifecycle PR — /api/admin/players/bulk-import
6-ADMIN-OPS,POST,/settings/add,SettingsController,settingsAdd,backend.js,EXISTS,/api/admin/settings/* partial
6-ADMIN-OPS,GET,/settings,SettingsController,settings,backend.js,NOT-NEEDED,HTML index-side — erstattet av React-admin
6-ADMIN-OPS,POST,/settings/update,SettingsController,settingsUpdate,backend.js,EXISTS,/api/admin/settings/* partial
6-ADMIN-OPS,GET,/maintenance,SettingsController,maintenance,backend.js,DEFER,Post-pilot (PM 2026-04-19) — Render-deploy-gate dekker pilot; BIN-609
6-ADMIN-OPS,GET,/maintenance/edit/:id,SettingsController,editMaintenance,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
6-ADMIN-OPS,POST,/maintenance/edit/:id,SettingsController,updateMaintenance,backend.js,DEFER,Post-pilot (PM 2026-04-19) — Render-deploy-gate dekker pilot; BIN-609
6-ADMIN-OPS,POST,/maintenance/restartServer,SettingsController,restartServer,backend.js,DEFER,Post-pilot (PM 2026-04-19) — Render-deploy-gate dekker pilot; BIN-609
6-ADMIN-OPS,POST,/settings/addScreenSaverData,SettingsController,addScreenSaverData,backend.js,NOT-NEEDED,Screen saver terminal-spesifikk — post-pilot
6-ADMIN-OPS,GET,/system/systemInformation,SettingsController,systemInformation,backend.js,DEFER,Post-pilot (PM 2026-04-19) — nice-to-have; BIN-609
6-ADMIN-OPS,POST,/system/editSystemInformation,SettingsController,editSystemInformation,backend.js,DEFER,Post-pilot (PM 2026-04-19) — nice-to-have; BIN-609
6-ADMIN-OPS,POST,/maintenance/DailyReports,SettingsController,DailyReports,backend.js,EXISTS,/api/admin/reports/daily/run
6-ADMIN-OPS,POST,/maintenance/DailyReportsWithMaintenance,SettingsController,DailyReportsWithMaintanace,backend.js,EXISTS,/api/admin/reports/daily/run
6-ADMIN-OPS,GET,/blockedIp,SecurityController,blockedIp,backend.js,EXISTS,B3-security /api/admin/security/blocked-ips (PR #194)
6-ADMIN-OPS,GET,/blockedIp/getBlockedIp,SecurityController,getBlockedIp,backend.js,EXISTS,B3-security /api/admin/security/blocked-ips (PR #194)
6-ADMIN-OPS,GET,/blockedIp/add,SecurityController,addblockedIp,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
6-ADMIN-OPS,POST,/blockedIp/add,SecurityController,addblockedIpPostData,backend.js,EXISTS,B3-security /api/admin/security/blocked-ips (PR #194)
6-ADMIN-OPS,POST,/blockedIp/delete,SecurityController,deleteBlockedIp,backend.js,EXISTS,B3-security /api/admin/security/blocked-ips (PR #194)
